,Unnamed: 0,text,label,lang
0,5043,"dce8612c12b80702, worüber genau lachst du so? Was ist die Wahrheit?",0.0,de
1,3433,"Das nennt man dann Ghetto.
Zaun drum gut is.",0.0,de
2,1917,Das fordert die Bürger ?,0.0,de
3,2857,"In 10jahren kein Bargeld mehr.
Hat doch auf dem treffen in Davos der ich glaube Chef der Deutschen Bank gesagt.",0.0,de
4,3062,Zum Kotzen!,0.0,de
5,1875,Man hier jagt ja ein Lacher den nächsten...war mir sofort klar das da wat nich stimmt!Dat son Zeckenzüchter es erfunden hat Überrascht mich nich!,0.0,de
6,759,Wo ist Ihren Patriotismus? In welchem Land sind Sie? Deutschland ist nicht mehr die alten deutschen? schreit Geschichte,0.0,de
7,537,traurige Gesellschafft,0.0,de
8,4725,Das hat doch mit Journalismus nichts mehr zu tun.....alles Propaganda ...zum ko....,0.0,de
9,4562,Also eine Partei gibt es schon.,0.0,de
10,261,"Wow, wie erwachsen ihr doch alle seit, ihr scheiss Nazis.",1.0,de
11,5775,Es ist ein sehr gutes Gefühl Jemandem das leben zu retten. Ich habe oft getan.,0.0,de
12,329,Den kann ich verstehen!,0.0,de
13,1984,hahaha.... also ihr Retter und Helfer in der Not :-) ... macht euren Einfluß geltend !!!!,0.0,de
14,2694,Grins Gibt auch noch Pensionierte Beamte die im stehen Pickeln.,0.0,de
15,3067,"und vom kleinen Deutschen noch mehr abknapsen, denn der kleine Deutsche Michel zahlt ja die Zeche, die da oben haben ja die Taschen voll und gebennichts ab, denen mal ihr Geld um die Hälfte kürzen, mehr sind die nicht mehr wert",0.0,de
16,4676,#Absurdistan in seiner Vollendung :(,0.0,de
17,4076,"Man darf dabei auch nicht vergessen, Schweden bekommt hier auch seine Merkelschen Anteil von ""Kommt alle her!",0.0,de
18,1024,"Ich höre und lese immer, schnell weg mit ihr etc. Jetzt mal vlt eine sau dumme Frage. Wie kann man diese ..... weg bekommen, wie? Demos, Widerstand usw interessiert die sowieso nicht. Die ist so, je mehr es uns ärgert desto mehr will sie ihr Ding durchziehen. Also wie bekommt man die sonst weg? Hört auf ständig zu sagen sie muss weg. Meint ihr etwa sie sagt sich, ach die Bevölkerung will mich nicht mehr dann geh ich halt? Nennt was und lasst es uns anpacken und nicht nur reden reden reden!",0.0,de
19,4359,Jetzt auf einmal...,0.0,de
20,4319,"...also mindestens 20 000 Patrioten waren am letzten Montag in Dresden bei der PEGIDA, wenn nicht gar mehr.",0.0,de
21,3483,schade dass denen sowas für ihre  eignen landsleute nicht eingefallen ist . für andere kann man sich den arsch ja aufreissen .,0.0,de
22,3006,Ja dann mach mal den Anfang und hör auf Steuern zu zahlen...mal schauen was passiert ?,0.0,de
23,3355,asylindustrie reibt sich die hände,0.0,de
24,1314,Diese gottverdammten Ausländer .was soll noch alles passieren wir sind alle alle an dieser Sache schuld  weil wir nichts  machen. LEUTE geht auf die Straße.,1.0,de
25,527,Wir haben schon genügen Moslemischen Dreck in Deutschland. Er soll bleiben wo er hin gehört.,1.0,de
26,1515,Hintere Reihe die in der Mitte muss als erstes weg!!!,0.0,de
27,5708,"(..)  mit nur 170 Einwohnern seien innerhalb von nur zwei Tagen rund 13.000 Menschen eingereist, meldete die slowenische Nachrichtenagentur STA.  http://www.welt.de/politik/ausland/article147994104/Spielfelds-Buergermeister-schlaegt-Alarm.html",0.0,de
28,491,"Und genau das ist was das ganze Linke Pack will, Freispruch für diese Kriminellen und die rufen auch noch dazu auf, deutsche Frauen zu vergewaltigen... 3:)",1.0,de
29,4533,Ich bin total entsetzt und erschüttert! ! Die haben Nachrichten verfälscht! ? ?,0.0,de
30,1822,Ist genau so gelogen wie der Rest der uns erzählt wird.,0.0,de
31,562,"Tja die NVA hat niemals Soldaten ins Ausland geschickt, sie war im Gegensatz zur Bundeswehrmacht eine reine Verteidigungsarmee",0.0,de
32,494,"Auch wenn sie (vielleicht) in diesem Falle nicht schuldig wären, aber sie sind vorbestraft, fühlen sich noch stark und WIESO verdammt noch mal sind diese Maden immer noch in unserem Land ??? Wehe, das wäre die Tochter eines Politikers oder Richters gewesen.....",1.0,de
33,2847,"Recht hat er, ist in anderen Ländern normale Vorgehensweise.",0.0,de
34,3783,Das wird ja immer schlimmer.....schrecklich. ....die Massen müssen verdammt nochmal gestoppt werden ?,0.0,de
35,4004,Langsam flattert die Rosette.,0.0,de
36,231,Raus aus deutschland mit diesen Dreckfressen,1.0,de
37,1429,Wenn Merkel sich mal an Recht und Gesetz halten würde,0.0,de
38,3719,"Google: hooton-Plan  ;)
Schrecklich",0.0,de
39,1036,Sie wird nicht zu einer Gefahr für unsre Heimat - sie ist das schon längst. Wer einen solchen Fehler macht wie sie in der Zuwanderungspolitik - und das mehr oder weniger im Alleingang mit extrem sturer Geisteshaltung - der muss sofort ersetzt werden. In jeder leitenden Position müssen die Manager gehen wenn sie sich sowas erlauben. Sie ist aber immer noch im Amt und jeder Tag der verstreicht wird unser Land schwächer und unwohnlicher. Vertrauensfrage Stellen und ehrlich den Mund aufmachen - SOFORT !!!!!,0.0,de
40,800,"Wer das bei mir versucht, bekommt sowas von auf die Fresse, dass er hinterher nicht mal mehr ne Pflegestufe braucht!",0.0,de
41,3921,Ich hoffe es finden sich viele mutige Bürger für Eure Demo. Viel Erfolg!,0.0,de
42,2291,82b703030fa6035d's Foto.,0.0,de
43,4617,Verstehe ich leider auch nicht obwohl die Salafisten reichlich Zuwachs bekommen haben müssten darum sollte sich mal die Politik befassen statt Bürger zu deformieren,0.0,de
44,4465,"Was sagt Ihr dazu?:
https://buergerstimme.com/Design2/2015/10/lutz-v-mann-von-pegida/",0.0,de
45,1138,Wir die arbeiten gehen dürfen den scheiß selber bezahlen,0.0,de
46,3757,Unsere armen Kinder!,0.0,de
47,4183,Alice ist nun mal ....... von Beruf  https://www.youtube.com/watch?v=XGiK51DM_mY,0.0,de
48,869,Die linken mal wieder,0.0,de
49,4604,Ca. 80 % der Einwanderer sind Muslime. Das Ziel des Islam dürfte wohl mittlerweile jedem bekannt sein. Man beginnt bereits auf sich aufmerksam zu machen. Folgendes Video wurde in Hannover gedreht:        https://www.facebook.com/westendorf.katrin/videos/1065695536795100/,0.0,de
50,4610,"Grune plappern von sogenannte ""Frieden""aber suchen Migranten aus Volker die krieg und gewalt verherrlichen und lieben und dass Frauen brutal unterdrucken.Grune hoffen dass Analphabeten sie eines tages wahlen werden weil die mussen nur ein kreuz machen an wahlzettel und nicht nachdenken",0.0,de
51,1169,"Vielleicht sollten alle die Arbeiten mal für 4 Wochen die Arbeit stilllegen. nicht rauchen, nicht trinken und nicht tanken !!! Dann überlegen unsere Politiker vielleicht mal wer das bezahlt.",0.0,de
52,2709,"...und immer schön nach Mekka ausrichten...und um Himmels Willen nicht grün, das wäre rassistisch. Es wird immer blöder.",0.0,de
53,2152,"Man sollte lieber so mit den ""besorgten(-nazi) Bürger"" umgehen...Ossi-Kakerlaken eh",1.0,de
54,680,Da gab es noch keine Ausländer!,0.0,de
55,4660,Fickt euch ihr drecksfaschos,1.0,de
56,2427,Dieses Geld wäre für den maroden Staat  besser eigesetzt,0.0,de
57,4377,"Liebe ARD !
Lügen haben KURZE Beine !",0.0,de
58,5153,"Die Straftaten halten sich noch in Grenzen, die sind zu kurz bei uns, aber mit der Zeit wird es bunter.",0.0,de
59,930,Wird???? Das ist sie doch schon lange....hallo?,0.0,de
60,558,"Was lernen wir daraus? Stefan ist ein Vollidiot und Hakim ist ein Arschloch, könnten also Seite an Seite bei Pegida mitmarschieren",1.0,de
61,3984,Wenn wir wählen heißt das noch lange nicht dass ich mein ganzes Gehirn und Leben an die Tante Merkel oder sonst irgend einem politischen Idioten abgebe. WER FRAGT EIGENTLICH DAS DEUTSCHE VOLK WAS WIR WOLLEN ES IST UNSER LAND UND NICHT MERKEL UND STAATSCHEFS!!!!!!!!!,1.0,de
62,4227,"Wir werden es ja spätestens So erfahren was sie da abgelassen hat, aber ich traue es ihr zu!",0.0,de
63,4639,"Verschwörungstheorien? Ich weis es nicht. Was ich sagen kann, wo ein Wille da ein Weg. Also mangelt es unserer Diktatur am Willen etwas zu ändern.",0.0,de
64,4333,"Ich Fasse es nicht,das immer noch viele nicht Wissen das die Medien seit Ende des 2Wk in Amerikanischer Hand sind,und wir immer noch Besatzungsland sind! Rafft endlich mal,das wenn wir keinen Friedensvertrag haben,wir nur Lakaien der Alliierten sind. Sie machen mit uns was sie wollen.",0.0,de
65,2157,Hat die Tagesschau auch Befehl von oben bekommen ?,0.0,de
66,1820,Die Grünen mit einer bewiesenen pädophilen Vergangenheit suchen über den Bildungsplan unter dem Regenbogen in Baden-Württemberg wieder den Weg in die Kinderzimmer.... Und alle schweigen!!!,0.0,de
67,5003,"Tschechien ist ein souveräner Staat. Die vom Volke gewählte Regierung trifft Entscheidungen, die im Interesse des Landes und seiner Bürger sind. In Deutschland ist das alles anders.",0.0,de
68,3381,"Können die ja gerne planen, aber dann Bitte in Syrien bauen und nicht auf Europäischen Boden. Wieso plant eigentlich niemand so eine Stadt für Obdachlose Europäer ? Sind diese etwa weniger wert als die die hier herkommen?",0.0,de
69,5380,"Zudem sollte thematisiert werden, dass hier viele Zweit- und Drittfrauen mit Kindern entweder schon im Lande sind oder auch auf Invasoren-Art ""einreisen"". Sie alle gelten vor dem Gesetz hier als Alleinerziehende und bekommen so jedwede Unterstützung, von Geld bis Teilhabe. Wohlgemerkt: sie bekommen es ohne etwas dafür getan zu haben, während Sachsen Geschäftsführerin des SHIA e.V. für Alleinerziehende in Leipzig  Klartext spricht,  was alles für unsere Einheimischen, die alleine ein Kind aufziehen NICHT geht, schaut mal hier:  http://frauenpanorama.de/sachsens-powerfrau-fuer-alleinerziehende-politik-zementiert-negative-strukturen/",0.0,de
70,1891,"ALLES LÜGE ! Wie man nun weis!  Schickt alle wieder nach hause, da passier sowas nie!",0.0,de
71,4187,Das stimmt . Islamisten haben ja auch nix mit dem Muslimischen Glauben zu schaffen. Es sind genau so Fanatiker wie Ihr.,0.0,de
72,2170,"Fakt ist, dieses Problem das Europa hat wurde von Merkel losgetreten. Einen Schießbefehl gibt die jederzeit gegen die eigene Bevölkerung ( Bürgerwehren, Demonstranten e.z ) aber nicht gegen jemanden anderen. Schießbefehl kennt die aus der DDR.",0.0,de
73,5641,"Vielleicht ist es besser wir schmeissen unsere Arbeit hin und fangen noch mal ganz von vorne an diesem ""Irrenhaus"". Und das geht am besten als Asylant, ein bessertes Starterkit kannst Du gar nicht bekommen. Wir haben 16 Bundesländer, da kann man - wenn man reisefreudig ist - maximal 16-fache Asylantenkohle abkassieren. Mann sind wir Deutschen blöd!",0.0,de
74,3600,"Ist doch eine schöne Stadt, was habt ihr?! Kann ich mir gut vorstellen. Zum Beispiel in Saudi Arabien oder Dubai!",0.0,de
75,56,gebt mir schnell einen  Bohrer,0.0,de
76,3317,So viele Menschen können doch nicht irren. Sogar im  Ausland macht man die Kanzlerin für das Chaos in Europa verantwortlich.,0.0,de
77,5372,"Minderjährige Verheiratete, ob Bub oder Mädel, haben bei uns NICHTS zu suchen und gehören mit ihren sog. ""Ehepartnern"" als Einwanderer sofort abgewiesen, ohne Rekursmöglichkeit ! Wir haben ganz klare Gesetze zur Eheschliessung, und über deren Einhaltung lehnen wir jede Diskussion ab, basta !! 

Der Schutz unserer Jugend ist uns Zivilisierten enorm wichtig, daran lassen wir auch die Musels nicht rütteln !!!",0.0,de
