,Unnamed: 0,text,label,lang
0,4233,"Ternyata..; ; #hey2 ; ; Dibalik insiden heli jatuh, ternyata PT IMIP Pekerjakan 3000 WNA Cina;",0,id
1,7613,"USER USER USER Hei..Ahok sudah jauh2 hari mikirin ini, bukan kayak Wan Abut yg cetek mikirnya, merk islam tp otak kapir.'",1,id
2,10878,USER Sumpah ga lucu bgt jadiin autis bahan bercandaan',0,id
3,3736,"USER USER Yer aku maw ikutan nanya ah, kenapa kucing kalau eek dikubur?'",0,id
4,5949,"USER Benar pak, untuk itu mari kita cintai produk kita sendiri agar membantu produk kita bisa bersaing di pasar global. Dan semoga yg menang nanti jadi gubernur sumut bisa menjadikan sumut ini lebih baik baik di bidang peradangan, dll.",0,id
5,9687,USER Antek aseng komunis kapitalis,1,id
6,10914,Maju terus pak USER.,0,id
7,4666,USER gue ga level sama eue onlen',0,id
8,12151,RezimRepresifAntiIslam LENGSERKAN JOKOWI,1,id
9,5744,Ini Gubernur Pribumi lo yah. #2019GantiPresiden,1,id
10,9514,USER JaaaaaaanCuuuuuuuk kau...\nLips service___para bani Onta',1,id
11,5769,"Di beberapa akun temen yg jadi buzzer politik calon gubernur jg asik2 aja. Ga saling share berita buruk tentang lawan, tapi asik promo campaign atau tagar masing-masing calon. Enak banget",0,id
12,2321,RT USER USER BADMINTON PUTRI INDONESIA KOK KALAH SAMA JEPANG N CINA ...MEREKA BERMAIN LEPAS TIDAK GAMPANG MENYERAH KOMUNIS SEENAKNYA DI SINI,1,id
13,2040,Bertaubat dan jadilah orang asing. Sesungguhnya beruntunglah jadi orang yang asing kerana agama dan Rabb.',0,id
14,2441,Kalau banyak LGBT di dunia ya habis deh manusia URL,0,id
15,5461,"9. Kita harus punya impian bersama, Impian Indonesia yang memberi kekuatan untuk kita berjuang",0,id
16,11432,"Masya Allah... Bupati ini ikut orasi dalam demo Sukmawati, Rela dipecat dari Jabatannya; ; â??Saya siap dipecat karna membela agama Islam, apabila agama Islam dilecehkan,â?? kata Bupati Labuhanbatu dihadapan ribuan umat Islam yg menggelar Aksi Bela Islam (6/4)",0,id
17,11599,Maunya #2019GantiPresiden dan kami akan mendukung pilihan rakyat dan ulama ; ; Semoga pilihannya utk #2019PrabowoAnisMatta ; Inshaa Allah..,0,id
18,4947,"USER Inilah ulama yang bijaksana; Maaf iya,penegakkan hukum ya wajib jalan USER ; USER ; USER ; ; #2019GantiPresiden",0,id
19,13089,ada bumil ga? Jadi pengen ngentotin memek bumil yang binal frontal dan suka ngelonte pas suaminya gaada',0,id
20,10159,Suara ngoroknya kek kambing bandot coba. Kirain ada yg lg pake gergaji mesin malem2 atau suara dr masjid tp ngga jelas bilang apa (secara gue budeg kan) eh pas keluar kamar ternyata.. hahaha',0,id
21,3362,"USER Guwe anjing penasaran iya iya lah bisa ngomong, maju lu sini garuda kuping budek'",1,id
22,7409,"Masih jadi TKA aja udah menghina ntar jadi bos mau lah Indonesia ini di jajah,, USER lemah x pemerintahan mu pak...; ; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden",1,id
23,2452,"RT USER: kesel bat wa liat yg terlalu parnoan terus bikin video viral, ternyata dugaannya justru yg keliru.\n\nTipikal yg kalo nyebar h\xe2\x80\xa6'",0,id
24,8269,USER Cinta monyet?',0,id
25,11589,USER Biar Rezim ini lakukan Pencitraan terus setelah #2019GantiPresiden nanti langsung di Proses saja masalah hukumnya karena Ada indikasi kerugian negara',1,id
26,9867,USER USER Org munafik lebih berbahaya buu..semoga alloh melindungi kita semua..',0,id
27,357,10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦,0,id
28,5371,"USER Woii ternyata riri wkwkk, ya lu ganti uname sama dn sih kan asing:('",0,id
29,7746,"USER heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 35'",1,id
30,3645,USER USER Kalau kristen nusantara ada ga ya? Budha nusantara ada ga? Mungkin nanti ada mengikuti aliran ini',0,id
31,8149,USER ngentot seharian yey',0,id
32,518,Aamiin ya rabb.. Tolong USER Indonesia ya Alah dgn yg lebiiihhhh baik..,1,id
33,5846,Dia tahu mampus aku \xf0\x9f\x98\xad',0,id
34,9972,"Kenapa bukan aksi turunkan jokowi? Biar selamat indonesia, pak USER gak malu nyapres lagi?",1,id
35,5914,Gak usah banyak protes.Apa Anies konsisten dengan janji kampanye.Klu janji tdk terealisasi harusnya di batalkan jadi Gubernur,1,id
36,10104,USER bukan temen. lebih tepatnya budak dan antek.',0,id
37,10798,USER OMOJY akun isi giveaway keakehan cocot harusnya aq memang disini sejak awal',1,id
38,10354,RT USER USER siapa yg salah coba kl begini? ya saracen plus buni yani la wong y tegas gubernur sm Direktur RS kan cuma Ahok.,1,id
39,735,USER Ayok kawan kita berangkat\nNaek delman atau onta\xf0\x9f\x98\x82',0,id
40,12010,RT USER USER USER USER Dah pikun dia prokorupt,1,id
41,2129,Mang yang ono bisa seperti itu...; Jauh kayaknya.. 3 lap ketibggalan.; USER USER USER USER USER USER USER USER USER USER ; LANCAR GITU NGOMONGNYA..; Yang Ono kayaknya ga mungkin dech.....,0,id
42,3606,KPK banyak semrawut juga goblok...bubarkan saja c USER toh banyak kasus mengambang begitu saja..hahh haram URL,1,id
43,3944,Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,1,id
44,10168,PEMBUNUHAN karakter MayJen Kivlan Zein & USER oleh Rezim yg jelas antek Komunis saat ini bisa diwakili dari Ftho diatas...,1,id
45,3617,RT USER: Cowok ganteng six pack pamer kontol besar beurat di kamar URL,0,id
46,6353,kalau kafir itu jokowi licik picik dan culas. URL,1,id
47,4890,USER USER USER kamu yg bloon:(',1,id
48,10955,"Tegas bukan keras.; Beda kata, beda pula tafsirannya.",0,id
49,8540,USER yg kalem lah kntl !!!!',1,id
50,5474,by design dan by rekayasa politik lah yg menjegal bpk USER dalam rezim Jokowi. karena kepentingan politik dan ekonomi peng-peng dan aseng terganggu..,0,id
51,4455,"USER USER Sebuah perbandingan idiot, wanita Katolik tidak dipaksa mengenakan pakaian tertentu, kecuali mereka yg mendedikasikan dirinya utk hidup selibat dan melayani sbg Suster.'",0,id
52,3256,USER Kupas tuntas gebuk habis antek antek komunis.,1,id
53,7386,USER Najis om lu sama om ingguk sama aja ternyata',1,id
54,7282,"USER Pancasila itu Islami bagi kaum Muslimin, Pancasila itu Kristiani bagi pemeluk Kristen, Pancasila itu Hinduisme bagi pemeluk Hindu, Pancasila itu Budhaisme bagi pemeluk Buddha Krn Pancasila itu sumbernya dr Agama'",0,id
55,6019,USER Lu mah ga budek cuman congean',1,id
56,7743,"cinta itu buta, buta itu gelap, gelap itu hitam, hitam itu monyet, monyet itu yang baca tweet ini.'",0,id
57,1485,Presiden Jokowi: Saya Optimis Indonesia Semakin Cerah,0,id
58,1216,sesembak depan camp jual zuzu zapi murni.\nmaw itu zuzu zapi or kambink or quda or onta or zebra murni\npasti sy tutup idung pas minumnya he',0,id
